tables,rows,max_id,create_indexes,duration
2,1000,10,f,00:00:00.000683
2,1000,10,f,00:00:00.000301
2,1000,10,f,00:00:00.000276
2,1000,10,f,00:00:00.00027
2,1000,10,f,00:00:00.000268
2,1000,10,f,00:00:00.000266
2,1000,10,f,00:00:00.00024
2,1000,10,f,00:00:00.000234
2,1000,10,f,00:00:00.000233
2,1000,10,f,00:00:00.000231
3,1000,10,f,00:00:00.000542
3,1000,10,f,00:00:00.000428
3,1000,10,f,00:00:00.000421
3,1000,10,f,00:00:00.000454
3,1000,10,f,00:00:00.000423
3,1000,10,f,00:00:00.000417
3,1000,10,f,00:00:00.000413
3,1000,10,f,00:00:00.000415
3,1000,10,f,00:00:00.000413
3,1000,10,f,00:00:00.000413
4,1000,10,f,00:00:00.000728
4,1000,10,f,00:00:00.000651
4,1000,10,f,00:00:00.000613
4,1000,10,f,00:00:00.000606
4,1000,10,f,00:00:00.000607
4,1000,10,f,00:00:00.000608
4,1000,10,f,00:00:00.000607
4,1000,10,f,00:00:00.000647
4,1000,10,f,00:00:00.00062
4,1000,10,f,00:00:00.00061
5,1000,10,f,00:00:00.000951
5,1000,10,f,00:00:00.000821
5,1000,10,f,00:00:00.000841
5,1000,10,f,00:00:00.000818
5,1000,10,f,00:00:00.000809
5,1000,10,f,00:00:00.000809
5,1000,10,f,00:00:00.000807
5,1000,10,f,00:00:00.000851
5,1000,10,f,00:00:00.000823
5,1000,10,f,00:00:00.000808
6,1000,10,f,00:00:00.001164
6,1000,10,f,00:00:00.001065
6,1000,10,f,00:00:00.001033
6,1000,10,f,00:00:00.001026
6,1000,10,f,00:00:00.001066
6,1000,10,f,00:00:00.001043
6,1000,10,f,00:00:00.001032
6,1000,10,f,00:00:00.001025
6,1000,10,f,00:00:00.001024
6,1000,10,f,00:00:00.001041
7,1000,10,f,00:00:00.001428
7,1000,10,f,00:00:00.00128
7,1000,10,f,00:00:00.001286
7,1000,10,f,00:00:00.00127
7,1000,10,f,00:00:00.00129
7,1000,10,f,00:00:00.001289
7,1000,10,f,00:00:00.00127
7,1000,10,f,00:00:00.001265
7,1000,10,f,00:00:00.001281
7,1000,10,f,00:00:00.001274
8,1000,10,f,00:00:00.001709
8,1000,10,f,00:00:00.001565
8,1000,10,f,00:00:00.001538
8,1000,10,f,00:00:00.001535
8,1000,10,f,00:00:00.001582
8,1000,10,f,00:00:00.001543
8,1000,10,f,00:00:00.001574
8,1000,10,f,00:00:00.001541
8,1000,10,f,00:00:00.00154
8,1000,10,f,00:00:00.001554
9,1000,10,f,00:00:00.001856
9,1000,10,f,00:00:00.00173
9,1000,10,f,00:00:00.001699
9,1000,10,f,00:00:00.001719
9,1000,10,f,00:00:00.001726
9,1000,10,f,00:00:00.001703
9,1000,10,f,00:00:00.001838
9,1000,10,f,00:00:00.001713
9,1000,10,f,00:00:00.001759
9,1000,10,f,00:00:00.001706
10,1000,10,f,00:00:00.002107
10,1000,10,f,00:00:00.001887
10,1000,10,f,00:00:00.00191
10,1000,10,f,00:00:00.001888
10,1000,10,f,00:00:00.001911
10,1000,10,f,00:00:00.001886
10,1000,10,f,00:00:00.001913
10,1000,10,f,00:00:00.001887
10,1000,10,f,00:00:00.001915
10,1000,10,f,00:00:00.001886
11,1000,10,f,00:00:00.002284
11,1000,10,f,00:00:00.002087
11,1000,10,f,00:00:00.002125
11,1000,10,f,00:00:00.002083
11,1000,10,f,00:00:00.002093
11,1000,10,f,00:00:00.002077
11,1000,10,f,00:00:00.002091
11,1000,10,f,00:00:00.002083
11,1000,10,f,00:00:00.002097
11,1000,10,f,00:00:00.00208
12,1000,10,f,00:00:00.002469
12,1000,10,f,00:00:00.002311
12,1000,10,f,00:00:00.002326
12,1000,10,f,00:00:00.002311
12,1000,10,f,00:00:00.002291
12,1000,10,f,00:00:00.002337
12,1000,10,f,00:00:00.0023
12,1000,10,f,00:00:00.004667
12,1000,10,f,00:00:00.002398
12,1000,10,f,00:00:00.00234
13,1000,10,f,00:00:00.002793
13,1000,10,f,00:00:00.002531
13,1000,10,f,00:00:00.002562
13,1000,10,f,00:00:00.002527
13,1000,10,f,00:00:00.002552
13,1000,10,f,00:00:00.002542
13,1000,10,f,00:00:00.002521
13,1000,10,f,00:00:00.002557
13,1000,10,f,00:00:00.002546
13,1000,10,f,00:00:00.002524
14,1000,10,f,00:00:00.003021
14,1000,10,f,00:00:00.002867
14,1000,10,f,00:00:00.00281
14,1000,10,f,00:00:00.002837
14,1000,10,f,00:00:00.002812
14,1000,10,f,00:00:00.002811
14,1000,10,f,00:00:00.002778
14,1000,10,f,00:00:00.002803
14,1000,10,f,00:00:00.002809
14,1000,10,f,00:00:00.002777
15,1000,10,f,00:00:00.003263
15,1000,10,f,00:00:00.003083
15,1000,10,f,00:00:00.003077
15,1000,10,f,00:00:00.003073
15,1000,10,f,00:00:00.003052
15,1000,10,f,00:00:00.003131
15,1000,10,f,00:00:00.003092
15,1000,10,f,00:00:00.003091
15,1000,10,f,00:00:00.003091
15,1000,10,f,00:00:00.00309
16,1000,10,f,00:00:00.003464
16,1000,10,f,00:00:00.003272
16,1000,10,f,00:00:00.003292
16,1000,10,f,00:00:00.003259
16,1000,10,f,00:00:00.003237
16,1000,10,f,00:00:00.003265
16,1000,10,f,00:00:00.00325
16,1000,10,f,00:00:00.003242
16,1000,10,f,00:00:00.003241
16,1000,10,f,00:00:00.003222
17,1000,10,f,00:00:00.003614
17,1000,10,f,00:00:00.00345
17,1000,10,f,00:00:00.003499
17,1000,10,f,00:00:00.00349
17,1000,10,f,00:00:00.00348
17,1000,10,f,00:00:00.003463
17,1000,10,f,00:00:00.003456
17,1000,10,f,00:00:00.003424
17,1000,10,f,00:00:00.003457
17,1000,10,f,00:00:00.003456
18,1000,10,f,00:00:00.003881
18,1000,10,f,00:00:00.00366
18,1000,10,f,00:00:00.003662
18,1000,10,f,00:00:00.003648
18,1000,10,f,00:00:00.003647
18,1000,10,f,00:00:00.003648
18,1000,10,f,00:00:00.003641
18,1000,10,f,00:00:00.003678
18,1000,10,f,00:00:00.003656
18,1000,10,f,00:00:00.003634
19,1000,10,f,00:00:00.004102
19,1000,10,f,00:00:00.003875
19,1000,10,f,00:00:00.003873
19,1000,10,f,00:00:00.003871
19,1000,10,f,00:00:00.003876
19,1000,10,f,00:00:00.003882
19,1000,10,f,00:00:00.003876
19,1000,10,f,00:00:00.003878
19,1000,10,f,00:00:00.003875
19,1000,10,f,00:00:00.003897
20,1000,10,f,00:00:00.004391
20,1000,10,f,00:00:00.00417
20,1000,10,f,00:00:00.004134
20,1000,10,f,00:00:00.004139
20,1000,10,f,00:00:00.006454
20,1000,10,f,00:00:00.012679
20,1000,10,f,00:00:00.012125
20,1000,10,f,00:00:00.012827
20,1000,10,f,00:00:00.00823
20,1000,10,f,00:00:00.005289
21,1000,10,f,00:00:00.005869
21,1000,10,f,00:00:00.004878
21,1000,10,f,00:00:00.004424
21,1000,10,f,00:00:00.00441
21,1000,10,f,00:00:00.004448
21,1000,10,f,00:00:00.004553
21,1000,10,f,00:00:00.004453
21,1000,10,f,00:00:00.004482
21,1000,10,f,00:00:00.004417
21,1000,10,f,00:00:00.004432
22,1000,10,f,00:00:00.005004
22,1000,10,f,00:00:00.004711
22,1000,10,f,00:00:00.004708
22,1000,10,f,00:00:00.004708
22,1000,10,f,00:00:00.004717
22,1000,10,f,00:00:00.004702
22,1000,10,f,00:00:00.004733
22,1000,10,f,00:00:00.004716
22,1000,10,f,00:00:00.004742
22,1000,10,f,00:00:00.004705
23,1000,10,f,00:00:00.005105
23,1000,10,f,00:00:00.004874
23,1000,10,f,00:00:00.004881
23,1000,10,f,00:00:00.00488
23,1000,10,f,00:00:00.004891
23,1000,10,f,00:00:00.00487
23,1000,10,f,00:00:00.00495
23,1000,10,f,00:00:00.004936
23,1000,10,f,00:00:00.004926
23,1000,10,f,00:00:00.004896
24,1000,10,f,00:00:00.00528
24,1000,10,f,00:00:00.005112
24,1000,10,f,00:00:00.005101
24,1000,10,f,00:00:00.005079
24,1000,10,f,00:00:00.005087
24,1000,10,f,00:00:00.005084
24,1000,10,f,00:00:00.00513
24,1000,10,f,00:00:00.005117
24,1000,10,f,00:00:00.005102
24,1000,10,f,00:00:00.005137
25,1000,10,f,00:00:00.005479
25,1000,10,f,00:00:00.005304
25,1000,10,f,00:00:00.00535
25,1000,10,f,00:00:00.005307
25,1000,10,f,00:00:00.005313
25,1000,10,f,00:00:00.00534
25,1000,10,f,00:00:00.005387
25,1000,10,f,00:00:00.005341
25,1000,10,f,00:00:00.005387
25,1000,10,f,00:00:00.005332
26,1000,10,f,00:00:00.005768
26,1000,10,f,00:00:00.005546
26,1000,10,f,00:00:00.005543
26,1000,10,f,00:00:00.00556
26,1000,10,f,00:00:00.005534
26,1000,10,f,00:00:00.00558
26,1000,10,f,00:00:00.005593
26,1000,10,f,00:00:00.005542
26,1000,10,f,00:00:00.005556
26,1000,10,f,00:00:00.005731
27,1000,10,f,00:00:00.006044
27,1000,10,f,00:00:00.005794
27,1000,10,f,00:00:00.005818
27,1000,10,f,00:00:00.005933
27,1000,10,f,00:00:00.005889
27,1000,10,f,00:00:00.005849
27,1000,10,f,00:00:00.005852
27,1000,10,f,00:00:00.00584
27,1000,10,f,00:00:00.005802
27,1000,10,f,00:00:00.005806
28,1000,10,f,00:00:00.006336
28,1000,10,f,00:00:00.006102
28,1000,10,f,00:00:00.006129
28,1000,10,f,00:00:00.006104
28,1000,10,f,00:00:00.006098
28,1000,10,f,00:00:00.00611
28,1000,10,f,00:00:00.006102
28,1000,10,f,00:00:00.006085
28,1000,10,f,00:00:00.0061
28,1000,10,f,00:00:00.006079
29,1000,10,f,00:00:00.006797
29,1000,10,f,00:00:00.006492
29,1000,10,f,00:00:00.006451
29,1000,10,f,00:00:00.006545
29,1000,10,f,00:00:00.006442
29,1000,10,f,00:00:00.00645
29,1000,10,f,00:00:00.006486
29,1000,10,f,00:00:00.00643
29,1000,10,f,00:00:00.006477
29,1000,10,f,00:00:00.006468
30,1000,10,f,00:00:00.006843
30,1000,10,f,00:00:00.006616
30,1000,10,f,00:00:00.006685
30,1000,10,f,00:00:00.006617
30,1000,10,f,00:00:00.006727
30,1000,10,f,00:00:00.006714
30,1000,10,f,00:00:00.006661
30,1000,10,f,00:00:00.006656
30,1000,10,f,00:00:00.006676
30,1000,10,f,00:00:00.006659
31,1000,10,f,00:00:00.007094
31,1000,10,f,00:00:00.006872
31,1000,10,f,00:00:00.006823
31,1000,10,f,00:00:00.006865
31,1000,10,f,00:00:00.006837
31,1000,10,f,00:00:00.006872
31,1000,10,f,00:00:00.006811
31,1000,10,f,00:00:00.006836
31,1000,10,f,00:00:00.00683
31,1000,10,f,00:00:00.006812
32,1000,10,f,00:00:00.007359
32,1000,10,f,00:00:00.007134
32,1000,10,f,00:00:00.007102
32,1000,10,f,00:00:00.007105
32,1000,10,f,00:00:00.007064
32,1000,10,f,00:00:00.007112
32,1000,10,f,00:00:00.00708
32,1000,10,f,00:00:00.007107
32,1000,10,f,00:00:00.007074
32,1000,10,f,00:00:00.007123
33,1000,10,f,00:00:00.007712
33,1000,10,f,00:00:00.008194
33,1000,10,f,00:00:00.00735
33,1000,10,f,00:00:00.007387
33,1000,10,f,00:00:00.007431
33,1000,10,f,00:00:00.007354
33,1000,10,f,00:00:00.00734
33,1000,10,f,00:00:00.007316
33,1000,10,f,00:00:00.007349
33,1000,10,f,00:00:00.007336
34,1000,10,f,00:00:00.008209
34,1000,10,f,00:00:00.008473
34,1000,10,f,00:00:00.008498
34,1000,10,f,00:00:00.008724
34,1000,10,f,00:00:00.00864
34,1000,10,f,00:00:00.008531
34,1000,10,f,00:00:00.008538
34,1000,10,f,00:00:00.008558
34,1000,10,f,00:00:00.008514
34,1000,10,f,00:00:00.00852
35,1000,10,f,00:00:00.009035
35,1000,10,f,00:00:00.008291
35,1000,10,f,00:00:00.008351
35,1000,10,f,00:00:00.008309
35,1000,10,f,00:00:00.008392
35,1000,10,f,00:00:00.008277
35,1000,10,f,00:00:00.008314
35,1000,10,f,00:00:00.008281
35,1000,10,f,00:00:00.008314
35,1000,10,f,00:00:00.008317
36,1000,10,f,00:00:00.008915
36,1000,10,f,00:00:00.008663
36,1000,10,f,00:00:00.008739
36,1000,10,f,00:00:00.008651
36,1000,10,f,00:00:00.008748
36,1000,10,f,00:00:00.008889
36,1000,10,f,00:00:00.00868
36,1000,10,f,00:00:00.008745
36,1000,10,f,00:00:00.008663
36,1000,10,f,00:00:00.0087
37,1000,10,f,00:00:00.009274
37,1000,10,f,00:00:00.00895
37,1000,10,f,00:00:00.009025
37,1000,10,f,00:00:00.008905
37,1000,10,f,00:00:00.008919
37,1000,10,f,00:00:00.008903
37,1000,10,f,00:00:00.008955
37,1000,10,f,00:00:00.008894
37,1000,10,f,00:00:00.008859
37,1000,10,f,00:00:00.008906
38,1000,10,f,00:00:00.009496
38,1000,10,f,00:00:00.009843
38,1000,10,f,00:00:00.009771
38,1000,10,f,00:00:00.010099
38,1000,10,f,00:00:00.009774
38,1000,10,f,00:00:00.009749
38,1000,10,f,00:00:00.009886
38,1000,10,f,00:00:00.009777
38,1000,10,f,00:00:00.009746
38,1000,10,f,00:00:00.009796
39,1000,10,f,00:00:00.010185
39,1000,10,f,00:00:00.010074
39,1000,10,f,00:00:00.010154
39,1000,10,f,00:00:00.010087
39,1000,10,f,00:00:00.010142
39,1000,10,f,00:00:00.009978
39,1000,10,f,00:00:00.010073
39,1000,10,f,00:00:00.010162
39,1000,10,f,00:00:00.010067
39,1000,10,f,00:00:00.010031
40,1000,10,f,00:00:00.01045
40,1000,10,f,00:00:00.010362
40,1000,10,f,00:00:00.010393
40,1000,10,f,00:00:00.010436
40,1000,10,f,00:00:00.010327
40,1000,10,f,00:00:00.010278
40,1000,10,f,00:00:00.010289
40,1000,10,f,00:00:00.010334
40,1000,10,f,00:00:00.010296
40,1000,10,f,00:00:00.010407
41,1000,10,f,00:00:00.010844
41,1000,10,f,00:00:00.010883
41,1000,10,f,00:00:00.010791
41,1000,10,f,00:00:00.010684
41,1000,10,f,00:00:00.010727
41,1000,10,f,00:00:00.010779
41,1000,10,f,00:00:00.010632
41,1000,10,f,00:00:00.010732
