tables,rows,max_id,create_indexes,duration
2,100,10,t,00:00:00.000714
2,100,10,t,00:00:00.000231
2,100,10,t,00:00:00.000204
2,100,10,t,00:00:00.000198
2,100,10,t,00:00:00.000257
2,100,10,t,00:00:00.000212
2,100,10,t,00:00:00.000191
2,100,10,t,00:00:00.000172
2,100,10,t,00:00:00.000161
2,100,10,t,00:00:00.000159
3,100,10,t,00:00:00.000452
3,100,10,t,00:00:00.000295
3,100,10,t,00:00:00.000284
3,100,10,t,00:00:00.00028
3,100,10,t,00:00:00.000278
3,100,10,t,00:00:00.000278
3,100,10,t,00:00:00.000304
3,100,10,t,00:00:00.000281
3,100,10,t,00:00:00.000277
3,100,10,t,00:00:00.000312
4,100,10,t,00:00:00.000516
4,100,10,t,00:00:00.000413
4,100,10,t,00:00:00.000407
4,100,10,t,00:00:00.000405
4,100,10,t,00:00:00.000405
4,100,10,t,00:00:00.000405
4,100,10,t,00:00:00.000404
4,100,10,t,00:00:00.000403
4,100,10,t,00:00:00.000438
4,100,10,t,00:00:00.000409
5,100,10,t,00:00:00.000685
5,100,10,t,00:00:00.000566
5,100,10,t,00:00:00.000581
5,100,10,t,00:00:00.000559
5,100,10,t,00:00:00.00055
5,100,10,t,00:00:00.000581
5,100,10,t,00:00:00.000553
5,100,10,t,00:00:00.000548
5,100,10,t,00:00:00.000546
5,100,10,t,00:00:00.000546
6,100,10,t,00:00:00.000823
6,100,10,t,00:00:00.00071
6,100,10,t,00:00:00.00072
6,100,10,t,00:00:00.000707
6,100,10,t,00:00:00.000705
6,100,10,t,00:00:00.000702
6,100,10,t,00:00:00.000706
6,100,10,t,00:00:00.000744
6,100,10,t,00:00:00.000733
6,100,10,t,00:00:00.000714
7,100,10,t,00:00:00.001069
7,100,10,t,00:00:00.000897
7,100,10,t,00:00:00.000934
7,100,10,t,00:00:00.000896
7,100,10,t,00:00:00.000896
7,100,10,t,00:00:00.000894
7,100,10,t,00:00:00.000933
7,100,10,t,00:00:00.000895
7,100,10,t,00:00:00.000893
7,100,10,t,00:00:00.0009
8,100,10,t,00:00:00.001302
8,100,10,t,00:00:00.001128
8,100,10,t,00:00:00.001119
8,100,10,t,00:00:00.001118
8,100,10,t,00:00:00.001146
8,100,10,t,00:00:00.001117
8,100,10,t,00:00:00.001151
8,100,10,t,00:00:00.001178
8,100,10,t,00:00:00.001127
8,100,10,t,00:00:00.001119
9,100,10,t,00:00:00.001357
9,100,10,t,00:00:00.001222
9,100,10,t,00:00:00.001215
9,100,10,t,00:00:00.001258
9,100,10,t,00:00:00.001254
9,100,10,t,00:00:00.001216
9,100,10,t,00:00:00.001218
9,100,10,t,00:00:00.001242
9,100,10,t,00:00:00.00122
9,100,10,t,00:00:00.001213
10,100,10,t,00:00:00.001502
10,100,10,t,00:00:00.001338
10,100,10,t,00:00:00.001361
10,100,10,t,00:00:00.00135
10,100,10,t,00:00:00.001325
10,100,10,t,00:00:00.001361
10,100,10,t,00:00:00.001346
10,100,10,t,00:00:00.001329
10,100,10,t,00:00:00.001325
10,100,10,t,00:00:00.001344
11,100,10,t,00:00:00.001591
11,100,10,t,00:00:00.001518
11,100,10,t,00:00:00.001461
11,100,10,t,00:00:00.001454
11,100,10,t,00:00:00.001479
11,100,10,t,00:00:00.001457
11,100,10,t,00:00:00.001498
11,100,10,t,00:00:00.001483
11,100,10,t,00:00:00.001457
11,100,10,t,00:00:00.001467
12,100,10,t,00:00:00.001791
12,100,10,t,00:00:00.001605
12,100,10,t,00:00:00.00163
12,100,10,t,00:00:00.001607
12,100,10,t,00:00:00.001627
12,100,10,t,00:00:00.001603
12,100,10,t,00:00:00.0016
12,100,10,t,00:00:00.001615
12,100,10,t,00:00:00.001596
12,100,10,t,00:00:00.001623
13,100,10,t,00:00:00.001897
13,100,10,t,00:00:00.001803
13,100,10,t,00:00:00.001782
13,100,10,t,00:00:00.001777
13,100,10,t,00:00:00.001826
13,100,10,t,00:00:00.001782
13,100,10,t,00:00:00.001796
13,100,10,t,00:00:00.001778
13,100,10,t,00:00:00.001798
13,100,10,t,00:00:00.001782
14,100,10,t,00:00:00.002127
14,100,10,t,00:00:00.002021
14,100,10,t,00:00:00.001998
14,100,10,t,00:00:00.001978
14,100,10,t,00:00:00.001993
14,100,10,t,00:00:00.001974
14,100,10,t,00:00:00.001998
14,100,10,t,00:00:00.001977
14,100,10,t,00:00:00.001993
14,100,10,t,00:00:00.001973
15,100,10,t,00:00:00.002421
15,100,10,t,00:00:00.002222
15,100,10,t,00:00:00.002233
15,100,10,t,00:00:00.002218
15,100,10,t,00:00:00.00223
15,100,10,t,00:00:00.002234
15,100,10,t,00:00:00.002212
15,100,10,t,00:00:00.002266
15,100,10,t,00:00:00.002217
15,100,10,t,00:00:00.002255
16,100,10,t,00:00:00.002481
16,100,10,t,00:00:00.002326
16,100,10,t,00:00:00.00235
16,100,10,t,00:00:00.00232
16,100,10,t,00:00:00.002386
16,100,10,t,00:00:00.00238
16,100,10,t,00:00:00.002356
16,100,10,t,00:00:00.00235
16,100,10,t,00:00:00.002319
16,100,10,t,00:00:00.002387
17,100,10,t,00:00:00.002604
17,100,10,t,00:00:00.00245
17,100,10,t,00:00:00.002482
17,100,10,t,00:00:00.00244
17,100,10,t,00:00:00.002454
17,100,10,t,00:00:00.002451
17,100,10,t,00:00:00.002482
17,100,10,t,00:00:00.00246
17,100,10,t,00:00:00.002432
17,100,10,t,00:00:00.002449
18,100,10,t,00:00:00.002921
18,100,10,t,00:00:00.002602
18,100,10,t,00:00:00.002625
18,100,10,t,00:00:00.002638
18,100,10,t,00:00:00.002635
18,100,10,t,00:00:00.002637
18,100,10,t,00:00:00.002638
18,100,10,t,00:00:00.002603
18,100,10,t,00:00:00.002621
18,100,10,t,00:00:00.002654
19,100,10,t,00:00:00.00306
19,100,10,t,00:00:00.002804
19,100,10,t,00:00:00.002825
19,100,10,t,00:00:00.002787
19,100,10,t,00:00:00.002764
19,100,10,t,00:00:00.002792
19,100,10,t,00:00:00.002786
19,100,10,t,00:00:00.002765
19,100,10,t,00:00:00.002786
19,100,10,t,00:00:00.002788
20,100,10,t,00:00:00.003105
20,100,10,t,00:00:00.002968
20,100,10,t,00:00:00.003013
20,100,10,t,00:00:00.002985
20,100,10,t,00:00:00.002983
20,100,10,t,00:00:00.002973
20,100,10,t,00:00:00.002978
20,100,10,t,00:00:00.002986
20,100,10,t,00:00:00.002983
20,100,10,t,00:00:00.002965
21,100,10,t,00:00:00.003331
21,100,10,t,00:00:00.003216
21,100,10,t,00:00:00.003257
21,100,10,t,00:00:00.003217
21,100,10,t,00:00:00.003193
21,100,10,t,00:00:00.00325
21,100,10,t,00:00:00.003213
21,100,10,t,00:00:00.003213
21,100,10,t,00:00:00.003253
21,100,10,t,00:00:00.003195
22,100,10,t,00:00:00.003704
22,100,10,t,00:00:00.00349
22,100,10,t,00:00:00.003486
22,100,10,t,00:00:00.003485
22,100,10,t,00:00:00.003526
22,100,10,t,00:00:00.003488
22,100,10,t,00:00:00.003489
22,100,10,t,00:00:00.003488
22,100,10,t,00:00:00.003472
22,100,10,t,00:00:00.003485
23,100,10,t,00:00:00.003765
23,100,10,t,00:00:00.003609
23,100,10,t,00:00:00.003634
23,100,10,t,00:00:00.003673
23,100,10,t,00:00:00.003623
23,100,10,t,00:00:00.003627
23,100,10,t,00:00:00.003629
23,100,10,t,00:00:00.003618
23,100,10,t,00:00:00.003612
23,100,10,t,00:00:00.003585
24,100,10,t,00:00:00.003915
24,100,10,t,00:00:00.003733
24,100,10,t,00:00:00.003731
24,100,10,t,00:00:00.003834
24,100,10,t,00:00:00.003762
24,100,10,t,00:00:00.003776
24,100,10,t,00:00:00.003809
24,100,10,t,00:00:00.003752
24,100,10,t,00:00:00.003761
24,100,10,t,00:00:00.003775
25,100,10,t,00:00:00.004023
25,100,10,t,00:00:00.003907
25,100,10,t,00:00:00.003903
25,100,10,t,00:00:00.003895
25,100,10,t,00:00:00.003898
25,100,10,t,00:00:00.003892
25,100,10,t,00:00:00.003902
25,100,10,t,00:00:00.003896
25,100,10,t,00:00:00.00394
25,100,10,t,00:00:00.003949
26,100,10,t,00:00:00.004294
26,100,10,t,00:00:00.004108
26,100,10,t,00:00:00.004091
26,100,10,t,00:00:00.004099
26,100,10,t,00:00:00.004088
26,100,10,t,00:00:00.004251
26,100,10,t,00:00:00.00414
26,100,10,t,00:00:00.004095
26,100,10,t,00:00:00.004095
26,100,10,t,00:00:00.004134
27,100,10,t,00:00:00.004521
27,100,10,t,00:00:00.004299
27,100,10,t,00:00:00.004288
27,100,10,t,00:00:00.004343
27,100,10,t,00:00:00.005565
27,100,10,t,00:00:00.004343
27,100,10,t,00:00:00.004319
27,100,10,t,00:00:00.004319
27,100,10,t,00:00:00.006174
27,100,10,t,00:00:00.005313
28,100,10,t,00:00:00.004798
28,100,10,t,00:00:00.004568
28,100,10,t,00:00:00.00459
28,100,10,t,00:00:00.004556
28,100,10,t,00:00:00.004542
28,100,10,t,00:00:00.004545
28,100,10,t,00:00:00.004528
28,100,10,t,00:00:00.004523
28,100,10,t,00:00:00.004561
28,100,10,t,00:00:00.004546
29,100,10,t,00:00:00.005155
29,100,10,t,00:00:00.004865
29,100,10,t,00:00:00.004883
29,100,10,t,00:00:00.004905
29,100,10,t,00:00:00.004832
29,100,10,t,00:00:00.004836
29,100,10,t,00:00:00.00483
29,100,10,t,00:00:00.004817
29,100,10,t,00:00:00.004903
29,100,10,t,00:00:00.004843
30,100,10,t,00:00:00.005132
30,100,10,t,00:00:00.004977
30,100,10,t,00:00:00.005023
30,100,10,t,00:00:00.004972
30,100,10,t,00:00:00.004981
30,100,10,t,00:00:00.004973
30,100,10,t,00:00:00.004999
30,100,10,t,00:00:00.005012
30,100,10,t,00:00:00.004984
30,100,10,t,00:00:00.004986
31,100,10,t,00:00:00.005283
31,100,10,t,00:00:00.005124
31,100,10,t,00:00:00.005164
31,100,10,t,00:00:00.005159
31,100,10,t,00:00:00.005119
31,100,10,t,00:00:00.005108
31,100,10,t,00:00:00.005111
31,100,10,t,00:00:00.005128
31,100,10,t,00:00:00.00516
31,100,10,t,00:00:00.005232
32,100,10,t,00:00:00.005512
32,100,10,t,00:00:00.005343
32,100,10,t,00:00:00.005371
32,100,10,t,00:00:00.005347
32,100,10,t,00:00:00.005316
32,100,10,t,00:00:00.005316
32,100,10,t,00:00:00.005338
32,100,10,t,00:00:00.005336
32,100,10,t,00:00:00.005304
32,100,10,t,00:00:00.005311
33,100,10,t,00:00:00.005909
33,100,10,t,00:00:00.005583
33,100,10,t,00:00:00.005517
33,100,10,t,00:00:00.005547
33,100,10,t,00:00:00.005539
33,100,10,t,00:00:00.005505
33,100,10,t,00:00:00.005531
33,100,10,t,00:00:00.005547
33,100,10,t,00:00:00.005517
33,100,10,t,00:00:00.005523
34,100,10,t,00:00:00.005982
34,100,10,t,00:00:00.005813
